list,max_key,u_rate,rq_rate,wrk_threads,rq_threads,rq_size,u_latency,c_latency,rq_latency,tot_thruput,u_thruput,c_thruput,rq_thruput,rq_len,avg_in_announce,avg_in_bags,reachable_nodes,avg_bundle_size
citrus-lockfree,100000,0.00,20.00,16,0,50,0,347,2857,19323239,0,77267450,3869749,25,0,45,0,0.00
citrus-lockfree,100000,0.00,20.00,32,0,50,0,498,5189,23193368,0,92751000,4643168,25,0,93,0,0.00
citrus-lockfree,100000,0.00,20.00,48,0,50,0,538,8416,21742397,0,86950470,4352303,24,0,141,0,0.00
citrus-lockfree,100000,0.00,20.00,64,0,50,0,580,10036,25128549,0,100474355,5033678,25,0,189,0,0.00
citrus-lockfree,100000,0.00,20.00,80,0,50,0,875,17883,19019741,0,76062640,3807213,24,0,237,0,0.00
citrus-lockfree,100000,0.00,20.00,96,0,50,0,752,17065,19776762,0,79081540,3960454,25,0,285,0,0.00
citrus-bundle,100000,0.00,10.00,1,0,50,0,363,2737,1869318,0,8411875,186943,24,0,0,49570,1.16
citrus-bundle,100000,0.00,10.00,16,0,50,0,455,2721,27462846,0,123579805,2746885,25,0,0,50070,1.17
citrus-bundle,100000,0.00,10.00,32,0,50,0,445,3141,44762736,0,201408220,4481092,24,0,0,49918,1.17
citrus-bundle,100000,0.00,10.00,48,0,50,0,534,3673,56127191,0,252540145,5619162,25,0,0,50407,1.17
citrus-bundle,100000,0.00,10.00,64,0,50,0,542,3511,80421804,0,361860975,8049609,24,0,0,49834,1.17
citrus-bundle,100000,0.00,10.00,80,0,50,0,649,4421,86198222,0,387842860,8629650,25,0,0,50143,1.17
citrus-bundle,100000,0.00,10.00,96,0,50,0,505,3683,103407096,0,465274125,10352271,24,0,0,49954,1.17
citrus-lockfree,100000,0.00,10.00,1,0,50,0,549,1917,2419226,0,10886430,241940,25,0,0,0,0.00
citrus-lockfree,100000,0.00,10.00,16,0,50,0,514,3052,28113866,0,126507705,2812325,25,0,45,0,0.00
citrus-lockfree,100000,0.00,10.00,32,0,50,0,458,5062,35746774,0,160840195,3578735,25,0,93,0,0.00
citrus-lockfree,100000,0.00,10.00,48,0,50,0,488,7837,36733754,0,165283305,3677093,24,0,141,0,0.00
citrus-lockfree,100000,0.00,10.00,64,0,50,0,537,9608,43038038,0,193659265,4306185,25,0,189,0,0.00
citrus-lockfree,100000,0.00,10.00,80,0,50,0,660,13401,42565640,0,191530390,4259562,24,0,237,0,0.00
citrus-lockfree,100000,0.00,10.00,96,0,50,0,634,16280,37896353,0,170510660,3794221,25,0,285,0,0.00
citrus-bundle,100000,0.00,2.00,1,0,50,0,327,3246,3022999,0,14811715,60656,25,0,0,50062,1.17
citrus-bundle,100000,0.00,2.00,16,0,50,0,351,2687,44475192,0,217921740,890844,24,0,0,49912,1.17
citrus-bundle,100000,0.00,2.00,32,0,50,0,398,3260,70575595,0,345810130,1413569,25,0,0,50270,1.17
citrus-bundle,100000,0.00,2.00,48,0,50,0,580,3633,91832234,0,449969190,1838396,25,0,0,50276,1.17
citrus-bundle,100000,0.00,2.00,64,0,50,0,641,3558,128395607,0,629130595,2569488,25,0,0,50078,1.17
citrus-bundle,100000,0.00,2.00,80,0,50,0,579,4403,131233567,0,643033590,2626849,24,0,0,49923,1.17
citrus-bundle,100000,0.00,2.00,96,0,50,0,655,4608,160624328,0,787046415,3215045,24,0,0,49754,1.17
citrus-lockfree,100000,0.00,2.00,1,0,50,0,464,1653,3370999,0,16517505,67498,25,0,0,0,0.00
citrus-lockfree,100000,0.00,2.00,16,0,50,0,755,2927,44960842,0,220301735,900495,25,0,45,0,0.00
citrus-lockfree,100000,0.00,2.00,32,0,50,0,455,5120,65236827,0,319645335,1307760,25,0,93,0,0.00
citrus-lockfree,100000,0.00,2.00,48,0,50,0,586,8195,74085732,0,363009035,1483925,25,0,141,0,0.00
citrus-lockfree,100000,0.00,2.00,64,0,50,0,520,8880,103833769,0,508765160,2080737,24,0,189,0,0.00
citrus-lockfree,100000,0.00,2.00,80,0,50,0,660,14725,104698528,0,513018255,2094877,25,0,237,0,0.00
citrus-lockfree,100000,0.00,2.00,96,0,50,0,590,15837,111060965,0,544181690,2224627,24,0,285,0,0.00
citrus-bundle,100000,0.00,0.00,1,0,50,0,675,0,3601842,0,18009210,0,0,0,0,49763,1.17
citrus-bundle,100000,0.00,0.00,16,0,50,0,348,0,52552313,0,262761565,0,0,0,0,50175,1.17
citrus-bundle,100000,0.00,0.00,32,0,50,0,366,0,80068640,0,400343200,0,0,0,0,50170,1.17
citrus-bundle,100000,0.00,0.00,48,0,50,0,539,0,102495031,0,512475155,0,0,0,0,50011,1.17
citrus-bundle,100000,0.00,0.00,64,0,50,0,396,0,147560534,0,737802670,0,0,0,0,50075,1.17
citrus-bundle,100000,0.00,0.00,80,0,50,0,486,0,172937452,0,864687260,0,0,0,0,50389,1.17
citrus-bundle,100000,0.00,0.00,96,0,50,0,426,0,197608695,0,988043475,0,0,0,0,50404,1.17
citrus-lockfree,100000,0.00,0.00,1,0,50,0,672,0,3517326,0,17586630,0,0,0,0,0,0.00
citrus-lockfree,100000,0.00,0.00,16,0,50,0,333,0,50281436,0,251407180,0,0,0,0,0,0.00
citrus-lockfree,100000,0.00,0.00,32,0,50,0,761,0,77962130,0,389810650,0,0,0,0,0,0.00
citrus-lockfree,100000,0.00,0.00,48,0,50,0,462,0,99816024,0,499080120,0,0,0,0,0,0.00
citrus-lockfree,100000,0.00,0.00,64,0,50,0,401,0,145531767,0,727658835,0,0,0,0,0,0.00
citrus-lockfree,100000,0.00,0.00,80,0,50,0,601,0,175651935,0,878259675,0,0,0,0,0,0.00
citrus-lockfree,100000,0.00,0.00,96,0,50,0,416,0,194409084,0,972045420,0,0,0,0,0,0.00
